Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 19:34:40 UTC 2025 | CPU : 0.0% | MEM : 7.4339% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:34:45 UTC 2025 | CPU : 0.0% | MEM : 7.43471% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:45 UTC 2025 | CPU : 0.0% | MEM : 7.48279% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:34:45 UTC 2025 | CPU : 0.0% | MEM : 7.43787% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:34:50 UTC 2025 | CPU : 0.0% | MEM : 7.39732% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:34:50 UTC 2025 | CPU : 0.0% | MEM : 7.41255% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:50 UTC 2025 | CPU : 0.0% | MEM : 7.41255% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:34:56 UTC 2025 | CPU : 0.0% | MEM : 7.42224% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:34:56 UTC 2025 | CPU : 0.0% | MEM : 7.42541% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:34:56 UTC 2025 | CPU : 0.0% | MEM : 7.41908% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:35:01 UTC 2025 | CPU : 0.0% | MEM : 7.32306% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:35:01 UTC 2025 | CPU : 0.6% | MEM : 7.29588% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:35:01 UTC 2025 | CPU : 0.0% | MEM : 7.36702% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:35:06 UTC 2025 | CPU : 0.6% | MEM : 7.28166% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:35:06 UTC 2025 | CPU : 0.6% | MEM : 7.25844% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:35:06 UTC 2025 | CPU : 0.0% | MEM : 7.24317% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:35:12 UTC 2025 | CPU : 0.6% | MEM : 7.30442% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 19:35:12 UTC 2025 | CPU : 0.6% | MEM : 7.30442% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:35:12 UTC 2025 | CPU : 0.6% | MEM : 7.28769% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:35:17 UTC 2025 | CPU : 0.6% | MEM : 7.26387% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 19:35:17 UTC 2025 | CPU : 0.0% | MEM : 7.25106% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:35:17 UTC 2025 | CPU : 0.0% | MEM : 7.24789% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:35:22 UTC 2025 | CPU : 0.6% | MEM : 7.2695% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:35:22 UTC 2025 | CPU : 0.6% | MEM : 7.2695% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:35:22 UTC 2025 | CPU : 0.6% | MEM : 7.2695% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:35:27 UTC 2025 | CPU : 0.0% | MEM : 7.27382% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:35:27 UTC 2025 | CPU : 0.0% | MEM : 7.28015% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:35:27 UTC 2025 | CPU : 0.0% | MEM : 7.28331% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:35:33 UTC 2025 | CPU : 0.0% | MEM : 7.2288% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:35:33 UTC 2025 | CPU : 0.0% | MEM : 7.22036% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:35:33 UTC 2025 | CPU : 0.0% | MEM : 7.22036% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:35:38 UTC 2025 | CPU : 0.0% | MEM : 7.27025% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:35:38 UTC 2025 | CPU : 0.0% | MEM : 7.25035% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:35:38 UTC 2025 | CPU : 0.0% | MEM : 7.26311% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:35:43 UTC 2025 | CPU : 0.6% | MEM : 7.3014% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:35:43 UTC 2025 | CPU : 0.6% | MEM : 7.30457% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:35:43 UTC 2025 | CPU : 0.6% | MEM : 7.29271% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:35:49 UTC 2025 | CPU : 0.6% | MEM : 7.25975% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:35:49 UTC 2025 | CPU : 0.6% | MEM : 7.25975% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:35:49 UTC 2025 | CPU : 0.6% | MEM : 7.25975% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:35:54 UTC 2025 | CPU : 0.0% | MEM : 7.23277% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:35:54 UTC 2025 | CPU : 0.0% | MEM : 7.23277% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:35:54 UTC 2025 | CPU : 0.0% | MEM : 7.22402% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:35:59 UTC 2025 | CPU : 0.0% | MEM : 7.25794% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:35:59 UTC 2025 | CPU : 0.0% | MEM : 7.26427% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:35:59 UTC 2025 | CPU : 0.0% | MEM : 7.25794% | DISK : 1% | LATENCY : 19.1 msms
Fri Dec  5 19:36:05 UTC 2025 | CPU : 0.6% | MEM : 7.24764% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 19:36:05 UTC 2025 | CPU : 0.6% | MEM : 7.24447% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:36:05 UTC 2025 | CPU : 0.6% | MEM : 7.24131% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:36:10 UTC 2025 | CPU : 0.6% | MEM : 7.26804% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:36:10 UTC 2025 | CPU : 0.6% | MEM : 7.26804% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:36:10 UTC 2025 | CPU : 0.6% | MEM : 7.26804% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:36:15 UTC 2025 | CPU : 0.0% | MEM : 7.31738% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:36:15 UTC 2025 | CPU : 0.6% | MEM : 7.31738% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:36:15 UTC 2025 | CPU : 0.6% | MEM : 7.35974% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:36:20 UTC 2025 | CPU : 0.6% | MEM : 7.29241% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:36:20 UTC 2025 | CPU : 0.0% | MEM : 7.29557% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:36:20 UTC 2025 | CPU : 0.0% | MEM : 7.29557% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:36:26 UTC 2025 | CPU : 0.0% | MEM : 7.28367% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:36:26 UTC 2025 | CPU : 0.0% | MEM : 7.30221% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:36:26 UTC 2025 | CPU : 0.0% | MEM : 7.26849% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:36:31 UTC 2025 | CPU : 0.0% | MEM : 7.25754% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:36:31 UTC 2025 | CPU : 0.0% | MEM : 7.25437% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 19:36:31 UTC 2025 | CPU : 0.0% | MEM : 7.25754% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:36:36 UTC 2025 | CPU : 0.0% | MEM : 7.27271% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:36:36 UTC 2025 | CPU : 0.0% | MEM : 7.27271% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:36:36 UTC 2025 | CPU : 0.0% | MEM : 7.27588% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:36:42 UTC 2025 | CPU : 0.0% | MEM : 7.26703% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:36:42 UTC 2025 | CPU : 0.0% | MEM : 7.2797% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:36:42 UTC 2025 | CPU : 0.0% | MEM : 7.28286% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:36:47 UTC 2025 | CPU : 0.0% | MEM : 7.25442% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:36:47 UTC 2025 | CPU : 0.6% | MEM : 7.2592% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:36:47 UTC 2025 | CPU : 0.0% | MEM : 7.25603% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:36:52 UTC 2025 | CPU : 0.0% | MEM : 7.26231% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:36:52 UTC 2025 | CPU : 0.0% | MEM : 7.26231% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:36:52 UTC 2025 | CPU : 0.0% | MEM : 7.26548% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:36:57 UTC 2025 | CPU : 0.0% | MEM : 7.2499% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:36:57 UTC 2025 | CPU : 0.0% | MEM : 7.25307% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:36:57 UTC 2025 | CPU : 0.0% | MEM : 7.25307% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:37:03 UTC 2025 | CPU : 0.0% | MEM : 7.27166% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:37:03 UTC 2025 | CPU : 0.6% | MEM : 7.27166% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:03 UTC 2025 | CPU : 0.0% | MEM : 7.26849% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:37:08 UTC 2025 | CPU : 0.0% | MEM : 7.30713% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:37:08 UTC 2025 | CPU : 0.0% | MEM : 7.30713% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:37:08 UTC 2025 | CPU : 0.0% | MEM : 7.27568% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:37:13 UTC 2025 | CPU : 0.0% | MEM : 7.3217% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:13 UTC 2025 | CPU : 0.0% | MEM : 7.28673% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:13 UTC 2025 | CPU : 0.0% | MEM : 7.29125% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:37:19 UTC 2025 | CPU : 0.0% | MEM : 7.29588% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:37:19 UTC 2025 | CPU : 0.0% | MEM : 7.31301% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:19 UTC 2025 | CPU : 0.0% | MEM : 7.31617% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:37:24 UTC 2025 | CPU : 0.6% | MEM : 7.24216% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:37:24 UTC 2025 | CPU : 0.0% | MEM : 7.25166% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:37:24 UTC 2025 | CPU : 0.0% | MEM : 7.24533% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:37:29 UTC 2025 | CPU : 0.0% | MEM : 7.23478% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:29 UTC 2025 | CPU : 0.6% | MEM : 7.24297% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:37:29 UTC 2025 | CPU : 0.0% | MEM : 7.2398% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:35 UTC 2025 | CPU : 0.0% | MEM : 7.26874% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:37:35 UTC 2025 | CPU : 0.0% | MEM : 7.27814% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:35 UTC 2025 | CPU : 0.0% | MEM : 7.27814% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:37:40 UTC 2025 | CPU : 0.0% | MEM : 7.29733% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:40 UTC 2025 | CPU : 0.0% | MEM : 7.3009% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:37:40 UTC 2025 | CPU : 0.0% | MEM : 7.30733% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:45 UTC 2025 | CPU : 0.6% | MEM : 7.28985% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:37:45 UTC 2025 | CPU : 0.0% | MEM : 7.27985% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:37:45 UTC 2025 | CPU : 0.0% | MEM : 7.27985% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:37:50 UTC 2025 | CPU : 0.0% | MEM : 7.33426% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:50 UTC 2025 | CPU : 0.0% | MEM : 7.26362% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:37:50 UTC 2025 | CPU : 0.0% | MEM : 7.25729% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:37:56 UTC 2025 | CPU : 0.6% | MEM : 7.26668% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:37:56 UTC 2025 | CPU : 0.6% | MEM : 7.26668% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:37:56 UTC 2025 | CPU : 0.6% | MEM : 7.26668% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:38:01 UTC 2025 | CPU : 0.0% | MEM : 7.34632% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:38:01 UTC 2025 | CPU : 0.0% | MEM : 7.2907% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:01 UTC 2025 | CPU : 0.0% | MEM : 7.28758% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:38:06 UTC 2025 | CPU : 0.0% | MEM : 7.24955% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:06 UTC 2025 | CPU : 0.0% | MEM : 7.25271% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:38:06 UTC 2025 | CPU : 0.0% | MEM : 7.25271% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:38:12 UTC 2025 | CPU : 0.6% | MEM : 7.33758% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:12 UTC 2025 | CPU : 0.6% | MEM : 7.28718% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:38:12 UTC 2025 | CPU : 0.0% | MEM : 7.28718% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:38:17 UTC 2025 | CPU : 0.0% | MEM : 7.25196% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:38:17 UTC 2025 | CPU : 0.0% | MEM : 7.25513% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:38:17 UTC 2025 | CPU : 0.0% | MEM : 7.25513% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:38:22 UTC 2025 | CPU : 0.0% | MEM : 7.30075% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:38:22 UTC 2025 | CPU : 0.0% | MEM : 7.31472% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:38:22 UTC 2025 | CPU : 0.0% | MEM : 7.32105% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:38:28 UTC 2025 | CPU : 0.6% | MEM : 7.28598% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:38:28 UTC 2025 | CPU : 0.0% | MEM : 7.27884% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:38:28 UTC 2025 | CPU : 0.6% | MEM : 7.27251% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:38:33 UTC 2025 | CPU : 0.0% | MEM : 7.33371% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:33 UTC 2025 | CPU : 0.0% | MEM : 7.33371% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:38:33 UTC 2025 | CPU : 0.0% | MEM : 7.33055% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:38:38 UTC 2025 | CPU : 0.0% | MEM : 7.33979% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:38:38 UTC 2025 | CPU : 0.0% | MEM : 7.33979% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:38:38 UTC 2025 | CPU : 0.0% | MEM : 7.33979% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:38:43 UTC 2025 | CPU : 0.0% | MEM : 7.33281% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:43 UTC 2025 | CPU : 0.0% | MEM : 7.33597% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 19:38:43 UTC 2025 | CPU : 0.0% | MEM : 7.34547% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:38:49 UTC 2025 | CPU : 0.6% | MEM : 7.33547% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:38:49 UTC 2025 | CPU : 0.6% | MEM : 7.33863% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:38:49 UTC 2025 | CPU : 0.0% | MEM : 7.33668% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:38:54 UTC 2025 | CPU : 0.0% | MEM : 7.41159% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:38:54 UTC 2025 | CPU : 0.0% | MEM : 7.39225% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 19:38:54 UTC 2025 | CPU : 0.0% | MEM : 7.36763% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:38:59 UTC 2025 | CPU : 0.0% | MEM : 7.32969% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:38:59 UTC 2025 | CPU : 0.0% | MEM : 7.32195% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:38:59 UTC 2025 | CPU : 0.6% | MEM : 7.32823% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:39:05 UTC 2025 | CPU : 0.0% | MEM : 7.31321% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:39:05 UTC 2025 | CPU : 0.0% | MEM : 7.31633% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:39:05 UTC 2025 | CPU : 0.0% | MEM : 7.31633% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:39:10 UTC 2025 | CPU : 0.6% | MEM : 7.32849% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:39:10 UTC 2025 | CPU : 0.0% | MEM : 7.34175% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:10 UTC 2025 | CPU : 0.0% | MEM : 7.33542% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:39:15 UTC 2025 | CPU : 0.0% | MEM : 7.36391% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:39:15 UTC 2025 | CPU : 0.0% | MEM : 7.35441% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:39:15 UTC 2025 | CPU : 0.0% | MEM : 7.34783% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:39:21 UTC 2025 | CPU : 0.0% | MEM : 7.33688% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:39:21 UTC 2025 | CPU : 0.0% | MEM : 7.34004% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:21 UTC 2025 | CPU : 0.0% | MEM : 7.34949% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:39:26 UTC 2025 | CPU : 0.6% | MEM : 7.35823% | DISK : 1% | LATENCY : 19.7 msms
Fri Dec  5 19:39:26 UTC 2025 | CPU : 0.6% | MEM : 7.35823% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:26 UTC 2025 | CPU : 0.6% | MEM : 7.33803% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:39:31 UTC 2025 | CPU : 0.0% | MEM : 7.33813% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:39:31 UTC 2025 | CPU : 0.0% | MEM : 7.34763% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:39:31 UTC 2025 | CPU : 0.0% | MEM : 7.34763% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:39:36 UTC 2025 | CPU : 0.6% | MEM : 7.32813% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:39:36 UTC 2025 | CPU : 0.6% | MEM : 7.32145% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:36 UTC 2025 | CPU : 0.6% | MEM : 7.32778% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:42 UTC 2025 | CPU : 0.6% | MEM : 7.34517% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:39:42 UTC 2025 | CPU : 0.6% | MEM : 7.33165% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:42 UTC 2025 | CPU : 0.6% | MEM : 7.32673% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:39:47 UTC 2025 | CPU : 0.0% | MEM : 7.39496% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:39:47 UTC 2025 | CPU : 0.0% | MEM : 7.33979% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:39:47 UTC 2025 | CPU : 0.0% | MEM : 7.34316% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:39:52 UTC 2025 | CPU : 0.0% | MEM : 7.39044% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:39:52 UTC 2025 | CPU : 0.0% | MEM : 7.36989% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:39:52 UTC 2025 | CPU : 0.0% | MEM : 7.39672% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:39:58 UTC 2025 | CPU : 0.6% | MEM : 7.35687% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:39:58 UTC 2025 | CPU : 0.6% | MEM : 7.35054% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:39:58 UTC 2025 | CPU : 0.6% | MEM : 7.35054% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:40:03 UTC 2025 | CPU : 0.0% | MEM : 7.40627% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 19:40:03 UTC 2025 | CPU : 0.0% | MEM : 7.35768% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:40:03 UTC 2025 | CPU : 0.0% | MEM : 7.35768% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:40:08 UTC 2025 | CPU : 0.0% | MEM : 7.38677% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:40:08 UTC 2025 | CPU : 0.0% | MEM : 7.33627% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:40:08 UTC 2025 | CPU : 0.0% | MEM : 7.33944% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:40:13 UTC 2025 | CPU : 0.6% | MEM : 7.35145% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:40:13 UTC 2025 | CPU : 0.6% | MEM : 7.35461% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:40:13 UTC 2025 | CPU : 0.6% | MEM : 7.35461% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:40:19 UTC 2025 | CPU : 0.0% | MEM : 7.3307% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:40:19 UTC 2025 | CPU : 0.0% | MEM : 7.3307% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:40:19 UTC 2025 | CPU : 0.0% | MEM : 7.3307% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:40:24 UTC 2025 | CPU : 0.0% | MEM : 7.31542% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:40:24 UTC 2025 | CPU : 0.0% | MEM : 7.28975% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:40:24 UTC 2025 | CPU : 0.0% | MEM : 7.27417% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:40:29 UTC 2025 | CPU : 0.0% | MEM : 7.23332% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:40:29 UTC 2025 | CPU : 0.0% | MEM : 7.23332% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:40:29 UTC 2025 | CPU : 0.0% | MEM : 7.23332% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:40:35 UTC 2025 | CPU : 0.0% | MEM : 7.28467% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:40:35 UTC 2025 | CPU : 0.0% | MEM : 7.28467% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:40:35 UTC 2025 | CPU : 0.6% | MEM : 7.26864% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:40:40 UTC 2025 | CPU : 0.6% | MEM : 7.352% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:40:40 UTC 2025 | CPU : 0.6% | MEM : 7.36461% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:40:40 UTC 2025 | CPU : 0.0% | MEM : 7.36778% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:40:45 UTC 2025 | CPU : 0.0% | MEM : 7.35079% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:40:45 UTC 2025 | CPU : 0.0% | MEM : 7.36024% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:40:45 UTC 2025 | CPU : 0.0% | MEM : 7.35079% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:40:50 UTC 2025 | CPU : 0.0% | MEM : 7.35044% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:40:50 UTC 2025 | CPU : 0.0% | MEM : 7.34728% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:40:50 UTC 2025 | CPU : 0.0% | MEM : 7.35044% | DISK : 1% | LATENCY : 16.8 msms
